x_val,y_val,step
16.67266082763672,2.452085256576538,4
10.122732162475586,3.9577584266662598,6
14.9607515335083,4.521326065063477,9
7.637746810913086,-6.409411430358887,11
12.892020225524902,-4.779834270477295,15
10.10877799987793,3.0388598442077637,17
14.30803108215332,-6.75559139251709,20
17.940345764160156,4.112759113311768,23
10.047342300415039,2.8809654712677,25
46.98023986816406,3.279677152633667,31
9.605813980102539,-6.609628677368164,35
10.347208023071289,3.1571810245513916,37
20.926355361938477,-7.416962623596191,40
13.010416030883789,-6.6519975662231445,43
10.139788627624512,2.8895981311798096,45
118.32837677001953,11.50521183013916,53
7.708662509918213,-6.47602653503418,55
9.962474822998047,-4.467026233673096,57
9.074395179748535,-5.760692596435547,59
14.233010292053223,-6.848053932189941,62
18.98331642150879,-5.801187515258789,65
8.811339378356934,-4.811245918273926,67
14.982636451721191,4.529758930206299,70
10.157926559448242,2.8709523677825928,72
10.243253707885742,2.9609084129333496,74
10.042081832885742,2.824198007583618,76
9.104188919067383,-6.843625545501709,80
19.039480209350586,4.013369083404541,84
7.271657466888428,-6.910958766937256,88
39.42628479003906,4.076560020446777,94
9.040924072265625,4.750870227813721,96
14.277423858642578,-6.727933406829834,99
17.036136627197266,-4.9728779792785645,105
10.116618156433105,2.929724931716919,107
14.136056900024414,-6.714707374572754,110
15.243693351745605,-5.1877899169921875,113
7.878640174865723,-6.726518630981445,115
21.014934539794922,4.195436000823975,118
8.993124961853027,-5.01758337020874,120
20.903749465942383,2.966776132583618,125
8.917129516601562,-4.899146556854248,127
21.5517520904541,3.5141050815582275,130
13.783608436584473,-6.799630641937256,133
19.588871002197266,-3.285337448120117,137
8.467622756958008,4.953205585479736,139
32.20627212524414,-5.214968681335449,143
36.664730072021484,-4.524840354919434,147
25.685157775878906,4.943543910980225,154
14.121073722839355,-6.835912704467773,157
10.01091194152832,2.7973315715789795,159
7.207940101623535,4.515779495239258,161
8.941584587097168,-5.610832214355469,163
12.923406600952148,3.0873782634735107,167
17.191661834716797,5.784887790679932,170
21.059064865112305,-2.677456855773926,173
19.164857864379883,-7.846787929534912,176
7.694299221038818,2.4634640216827393,179
21.631521224975586,4.023383617401123,182
9.065506935119629,-5.066397190093994,184
23.00466537475586,-2.693262815475464,188
18.944578170776367,-3.3258321285247803,191
34.18199920654297,-6.726139545440674,195
28.433963775634766,2.7493324279785156,200
13.639384269714355,-6.763760089874268,203
8.84936809539795,4.721641540527344,205
13.128149032592773,5.117165565490723,209
21.07802391052246,-2.6159324645996094,212
12.416313171386719,-5.731905460357666,216
9.114702224731445,-5.107498645782471,218
13.662948608398438,-6.8097147941589355,221
15.585855484008789,-5.418327331542969,226
18.77022361755371,-5.856191158294678,229
21.149688720703125,-2.4207820892333984,234
9.654540061950684,4.398590564727783,236
16.958463668823242,5.733339309692383,239
8.956905364990234,4.896851539611816,241
15.274554252624512,-5.852199554443359,245
13.827558517456055,-6.798165321350098,248
6.21439790725708,-4.84085750579834,251
6.227431297302246,3.5097415447235107,253
20.15180015563965,-7.841095924377441,256
8.877614974975586,-5.466139316558838,258
9.03171157836914,-5.689975261688232,260
9.71837043762207,3.7057650089263916,262
23.220102310180664,-2.7536020278930664,266
6.886496543884277,4.166542053222656,268
10.0581636428833,3.038391351699829,270
5.315821647644043,2.832615375518799,272
12.487934112548828,-5.682244300842285,276
9.953083038330078,2.8256726264953613,278
12.99540901184082,4.922001361846924,282
16.11639404296875,3.603638172149658,285
9.922800064086914,2.7583107948303223,287
26.8331298828125,3.9986345767974854,291
18.84792137145996,-5.84527587890625,294
8.827109336853027,-5.438688278198242,296
9.943195343017578,2.8457934856414795,298
19.48244857788086,-2.828645944595337,306
10.210302352905273,2.920536518096924,308
12.070648193359375,-7.276533603668213,312
10.281088829040527,2.987750291824341,314
8.39654541015625,4.919498443603516,316
9.85303783416748,2.7551286220550537,318
7.489631175994873,-6.49006462097168,322
7.1951165199279785,2.7315773963928223,325
46.95012664794922,3.1892547607421875,331
18.639598846435547,-4.020671367645264,334
21.723064422607422,4.154047012329102,337
9.926347732543945,2.759059190750122,339
37.8497428894043,-4.784545421600342,344
36.749473571777344,-6.850271224975586,348
38.16684341430664,4.349891185760498,352
8.827680587768555,4.781150817871094,354
18.64637565612793,-4.754515171051025,357
19.823049545288086,-6.768190383911133,360
14.040830612182617,-6.80615234375,363
22.012062072753906,4.741057395935059,366
7.750853538513184,2.470679521560669,369
18.513444900512695,-5.524308204650879,372
19.230119705200195,-7.771347999572754,375
22.123798370361328,3.2384514808654785,378
9.652326583862305,2.7447798252105713,380
7.754510879516602,-6.534374713897705,382
21.17825698852539,4.119833946228027,385
18.6235408782959,-4.159625053405762,388
13.020180702209473,-6.4655585289001465,391
4.915622234344482,2.613725185394287,393
14.750054359436035,-6.70937967300415,397
9.597362518310547,4.13493013381958,399
19.236007690429688,-3.227354049682617,402
8.458633422851562,4.906177997589111,404
10.746417999267578,-6.629414081573486,408
18.45716094970703,-5.120961666107178,411
15.02214527130127,-6.871979236602783,414
19.699024200439453,5.466832637786865,417
15.990994453430176,-7.3248419761657715,420
8.954710006713867,-4.970190525054932,422
21.181142807006836,-2.520981550216675,425
9.669586181640625,3.6599678993225098,427
19.17006492614746,-4.493452548980713,431
8.727926254272461,5.138260841369629,433
19.627843856811523,-7.905311584472656,436
9.893878936767578,2.776376962661743,438
13.958928108215332,-6.640424728393555,442
21.87077522277832,4.46436071395874,445
12.007447242736816,3.4656736850738525,449
22.264705657958984,2.533237934112549,452
9.01517105102539,-5.7270636558532715,454
36.00302505493164,3.8268003463745117,458
15.870607376098633,3.216974973678589,461
18.61711311340332,-6.92002010345459,466
13.15867805480957,-6.665101051330566,469
9.032238960266113,-5.730989933013916,471
19.833961486816406,-6.625316143035889,474
8.673273086547852,-4.621993541717529,478
15.09701156616211,4.485579967498779,481
12.61319351196289,-5.41868257522583,485
18.248918533325195,-4.645141124725342,489
22.74413299560547,-2.668138265609741,496
9.94024658203125,-6.561147212982178,500
22.85674285888672,-7.543495178222656,505
49.305580139160156,5.5841240882873535,510
19.339555740356445,-7.815301895141602,513
15.361498832702637,-6.869563579559326,516
7.835545063018799,-6.694907188415527,518
8.773990631103516,4.707673072814941,520
32.20623779296875,4.84812068939209,524
14.702367782592773,-6.942148208618164,527
21.627365112304688,3.148707628250122,530
19.89750862121582,-6.806260108947754,533
4.925690174102783,2.620532512664795,535
18.77614402770996,-6.818785190582275,540
18.746625900268555,-5.942636489868164,543
13.542994499206543,4.713376998901367,548
18.461511611938477,5.323859214782715,551
15.058310508728027,-7.120351314544678,554
15.093438148498535,4.505793571472168,557
19.650922775268555,-6.735550880432129,560
8.676400184631348,-6.674866676330566,564
9.063183784484863,-5.744973659515381,566
10.376264572143555,-6.509383201599121,570
9.933009147644043,2.7876553535461426,572
8.665776252746582,4.728200435638428,574
10.75240707397461,-6.657227039337158,578
19.23298454284668,-4.187025547027588,582
18.1031436920166,5.56724739074707,585
6.195442199707031,3.4763641357421875,587
16.21649742126465,5.231040954589844,590
13.52369213104248,2.7075066566467285,594
45.99327087402344,-6.593107223510742,603
8.858308792114258,-5.553940296173096,605
21.14251708984375,3.2485506534576416,608
4.940575122833252,2.6250510215759277,610
