Metrics/EnvironmentSteps,Metrics/AverageReturn
3,0.48074103631507387
6,0.4798993721936198
9,0.48173966695522435
10,-3.0
16,0.4960856777498092
19,0.47982139005058116
23,0.48734209906663106
26,0.4776192410238858
30,0.49020949540467096
32,0.4878681413058577
37,0.4709147210448082
42,0.49533331311982254
45,0.4802882612179751
50,0.4925993915470638
56,0.4763259714865393
60,0.47350014868224494
64,0.4865223812645879
68,0.4960391546117848
71,0.4774846751114418
73,0.47319763215772553
81,0.47374626022489064
85,0.4922317632313432
88,0.4778194805671429
90,0.4768132074125882
94,0.4721561893339044
98,0.4870850138751597
101,0.48094278834331994
105,0.48461555541525114
108,0.4784828893069563
116,0.37334046543672167
117,-3.0
118,-3.0
122,0.4952963446748668
124,0.4732388039661475
129,0.47066765873427985
132,0.47993610776190093
140,0.5054799466811377
143,0.48074385670613196
146,0.48107080308870337
149,0.48764044608192886
157,0.479571907460822
160,0.4782061127410538
162,0.473073748463829
166,0.4719824007872877
169,0.4807822332995804
171,0.47663148353839746
174,0.47996518214543665
175,-3.0
183,0.47970108759814295
184,-3.0
193,0.4911380652941306
199,0.49346083772593535
202,0.48049521652403576
204,-1.2672413793103448
208,0.4874011408152251
214,0.4956138835556206
217,0.4799436370189163
222,0.49044681524408273
225,0.4802347053441851
232,0.4845921393098502
235,0.4800422058708366
238,0.48182692842921987
240,0.4730302922915394
243,0.48690067981851515
247,0.4749103862663796
250,0.4816250314657715
253,0.46888825470346146
257,0.47077140978192267
260,0.49288109691663723
262,0.4754779797175835
265,0.4818074037288797
268,0.4806641511876008
272,0.48553059810194477
275,0.48054771280938474
278,0.4803405896492902
280,0.4789200367598698
285,0.49170982155306586
290,0.4826543832647389
296,0.47755716616694616
301,0.4921819370779497
304,0.4801148097576766
307,0.48124154826690413
312,0.49234862071686775
315,0.48032521331340244
316,-3.0
318,-1.2672413793103448
320,0.47672734589412297
324,0.47487563809444167
327,0.4796686081365607
330,0.48055666466671765
334,0.49721654859082454
337,0.4805683859843419
340,0.48089727908372876
343,0.48110822644726986
346,0.48008215588399733
349,0.48121075500016924
352,0.4805223804074286
356,0.499674025897322
359,0.4804364896368707
363,0.47205330839236104
365,-1.2672413793103448
368,0.48493408827946105
375,0.477135140864954
378,0.48785623517529714
381,0.4806598475780981
383,0.47325126274392526
387,0.4737382374631626
391,0.48709561241858895
394,0.48170634823283925
397,0.48068400781451803
399,0.47308925991699274
403,0.4860596435851064
405,0.4744826131853564
409,0.4911373195977047
412,0.48029302971159255
416,0.48709651719987523
419,0.48083442869748727
421,0.4730026329309551
427,0.4734314867545634
430,0.4802937733293136
435,0.4937317021139737
438,0.489162468636173
442,0.48795883665824763
448,0.48375441658835133
452,0.47776907781893707
455,0.48149786228421093
456,-3.0
459,0.4802773920969032
462,0.4802438260497654
465,0.480477996475074
467,0.4746018957475136
472,0.47485555477665164
474,0.48789932727813723
479,0.47528678506227406
482,0.48239022616682387
485,0.48108435266319366
488,0.48056822006387273
493,0.4898728812923494
500,0.5016405873697967
501,-3.0
506,0.49262406271079495
509,0.49097232873412383
513,0.4876318771777482
518,0.48548877732507123
520,0.48114389468883645
523,0.4843113134647237
526,0.4843177124001514
528,0.4773163976340458
532,0.471475147324261
533,-3.0
535,-1.2672413793103448
539,0.4739904718152408
540,-3.0
544,0.4726930574875261
547,0.4807917701080442
548,-3.0
551,0.4926131358091859
554,0.47929686783508857
557,0.48150235243227285
561,0.479582252713113
562,-3.0
563,-3.0
566,0.4812499807483848
578,0.48674908498329367
581,0.4840044684793758
584,0.4805207919835209
592,0.3690363157717189
595,0.48805774381791034
601,0.4785187609547257
604,0.4907410122882361
611,0.4839312644730428
616,0.4965634092791326
622,0.49389171352618016
625,0.4812508164187786
629,0.48745663790393556
634,0.4791405988079977
638,0.4888563870356001
641,0.4862273013454745
644,0.48026430667217435
645,-3.0
650,0.47817179399285586
652,0.473031480553568
655,0.4859921460864188
658,0.4807408917743456
661,0.48091837001493437
666,0.47594137028245065
671,0.4792528218790439
674,0.48029087258278036
677,0.4781949728384785
679,0.4773561950387626
682,0.4805146839742645
685,0.4803458206612488
686,-3.0
689,0.48026402579946986
692,0.481455031311375
695,0.48877849030768733
701,0.4936649511163805
708,0.4708593448821147
711,0.4803569988981853
719,0.48117790110661535
722,0.48016183927826495
728,0.4763620592082045
732,0.4936037737747719
735,0.48123598215223734
741,0.47322358530091363
744,0.48025321831990936
747,0.48085080299569266
750,0.49257205053307546
753,0.48012763713968215
756,0.4806384416468356
761,0.47988604349308994
763,0.4728968918146887
765,0.48786829833326667
768,0.4802228320604083
774,0.3034832911170657
777,0.4816956447458815
780,0.48732873927587744
783,0.48021658441458626
785,0.4768638277875966
790,0.4752268268200087
791,-3.0
793,0.4771754194950235
796,0.480331714565855
799,0.48918980565564385
803,0.4720333970440873
805,0.4781064382914839
808,0.4803024892256349
812,0.47183700829969144
815,0.480494818767538
820,0.4765498560956069
825,0.4754318666419593
826,-3.0
829,0.4804259434213926
833,0.47189932210041724
836,0.4887734988640095
837,-3.0
843,0.476238985963523
847,0.4736399415559296
850,0.48018306942613814
855,0.4834634103446171
862,0.502053193355282
868,0.49741940061593876
871,0.48278618352166536
874,0.48078985801930063
878,0.4736996211464806
881,0.47990642327001726
885,0.4859921686608216
888,0.4809380307279784
891,0.48019867477317657
893,0.48118193642846474
896,0.48053864939325636
899,0.48890909162060964
902,0.4805268717731681
905,0.4805004581576213
910,0.4921790103665713
915,0.5005406494798331
919,0.47447743539152476
927,0.5067105288907849
932,0.47872385345656304
936,0.4744904276055829
941,0.4956235635691676
942,-3.0
945,0.4807520571689325
948,0.4802257809488253
951,0.4809807808919884
954,0.4827145544961951
957,0.4778933826534227
960,0.48084557782644516
963,0.48021040507431695
967,0.49694150028557615
970,0.48106488335406644
972,0.48230437410288846
975,0.48136002695423424
977,0.47340285945041427
980,0.4817371164930278
983,0.48023715382334825
988,0.4814954119927154
990,0.47547928773123643
993,0.48059322475188077
996,0.47990882083875314
999,0.48042671704429324
1002,0.48075391160345626
1005,0.4802517293021083
1010,0.49194432516389625
1013,0.48074625749033933
1016,0.4802740765778326
1022,0.48143319671568136
1025,0.4799700380741865
1028,0.4809815916375942
1030,0.4730476187092477
1033,0.48031762958258045
1036,0.4799722559481456
1041,0.49190073814885366
1044,0.48042154589603686
1047,0.48051727864671845
1050,0.4803778555693812
1052,0.48169648071815224
1059,0.47209647924812204
1067,0.4877534178637595
1070,0.4798042274448196
1073,0.4892454163781528
1082,0.48969236342843003
1085,0.48032468845371973
1088,0.4804248838297402
1091,0.47834170796405306
1098,0.4755707091686266
1101,0.480713161690182
1103,-1.2672413793103448
1106,0.4804531879037961
1109,0.48039635544215953
1112,0.48022050919203924
1116,0.471103464468013
1121,0.47517852200869604
1126,0.497139174691562
1128,0.4824338288142763
1132,0.47913289955949634
1139,0.4839673602074991
1143,0.4870818038017425
1146,0.48071535007021887
1149,0.48646098717875863
1154,0.4791517570672621
1158,0.4750370158821922
1163,0.4952959486533855
1168,0.4925498046349445
1171,0.48048562609119577
1176,0.49570866453236545
1181,0.4782927158982332
1186,0.4753841360754751
1190,0.48622672871269024
1193,0.48016191548530696
1196,0.48085662859609757
1200,0.48987465151425064
1206,0.47910009799658954
1208,0.47449262943761106
1211,0.48199660969876695
1213,0.48230575857491326
1216,0.4797900788400365
1219,0.48029107867643744
1222,0.48257020615983287
1225,0.4806674914294051
1228,0.4871102004215635
1233,0.4748344905565268
1236,0.4800913290730838
1239,0.48004841975782114
1240,-3.0
1241,-3.0
1245,0.48668274403086076
1248,0.4802184478422606
1252,0.49106210141346374
1255,0.4815525979831301
1260,0.4920942492172893
1261,-3.0
1264,0.4820707499295816
1269,0.4927163822072205
1275,0.47386627885840094
1279,0.4867201274694425
1283,0.4834744819279375
1286,0.4802797778433285
1289,0.4795309932752587
1293,0.4953154025406673
1296,0.4814165254433949
1299,0.4782241528061615
1301,0.47286982246642484
1304,0.49038806619315317
1307,0.48086937680926134
1309,0.47404273388714624
1316,0.475446841422138
1321,0.4797532568306758
