Metrics/EnvironmentSteps,Metrics/AverageReturn
2442,-1.6269826972214332
2444,-2.0085601995486795
2447,-0.9822044055133775
2449,-2.0085856112895515
2451,-2.0085132916417727
2453,-2.0085675036463853
2458,-0.9508156030650119
2461,-1.6412644737675353
2463,-1.957972251448939
2467,-1.4559329173727455
2469,-2.008542498956537
2477,-1.1775523997831252
2479,-2.008584066836942
2481,-2.0085233918933234
2486,-1.3712603042042446
2489,-1.6704175548955889
2494,-1.3763133378732995
2496,-2.005795831677265
2498,-2.008694766107282
2502,-1.4804337159271792
2505,-1.6165222192880133
2509,-1.4839093486501387
2512,-1.6228550795727763
2517,-0.9343689292852421
2520,-1.6389049659820492
2524,-0.9476503449652307
2528,-1.4760732562084118
2530,-1.9236330794777625
2533,-1.6633577264532897
2536,-1.6354773134987315
2541,-0.9829323833514877
2544,-1.638103936283957
2550,-0.9909109524011974
2557,-1.2382713338148916
2560,-0.9637012523530717
2563,-1.637412458879974
2566,-1.663410354217799
2571,-1.3395732908130031
2573,-2.008514707697948
2578,-0.9435268540330055
2581,-1.6401971304776566
2585,-1.4579486848909715
2591,-1.2961480794904054
2597,-1.2929014522073858
2599,-2.0086184574232315
2602,-1.6377779959004561
2605,-1.6230756793246137
2609,-1.454876309095963
2612,-1.671873876681918
2618,-0.9429920632775719
2621,-1.635665283217011
2623,-2.0058749588071767
2631,-0.9966654032664761
2633,-2.0085216300462605
2637,-1.4910146298049878
2642,-1.402269731021614
2644,-2.008538666744514
2649,-1.3792953228357858
2652,-1.6164498734230566
2654,-2.0057756182524757
2657,-0.9823329481641689
2659,-1.924641756998438
2661,-1.923851640178885
2666,-1.3374252166849343
2668,-2.0086372128528027
2670,-1.9234173041378688
2673,-1.0222114477791637
2675,-2.0086028784129852
2684,-1.179703258485795
2688,-1.4434113249686238
2694,-1.3202935467474797
2696,-1.9236969676853233
2699,-1.6643571372178212
2706,-1.2185209288182612
2710,-1.4604707633576637
2712,-2.005789577650095
2714,-2.008605525485942
2718,-0.9187921481820509
2722,-1.5172172513689293
2725,-1.6392571694326457
2727,-2.0085569738475098
2730,-1.638029155896027
2736,-1.2992525865774442
2738,-2.005902211619511
2741,-1.6417434672352282
2744,-1.6411259900172261
2746,-2.0085396534385938
2749,-1.639733595118834
2753,-1.4768091547123237
2756,-0.9794034507821602
2759,-1.6390317101176948
2762,-1.5974214966809315
2764,-2.0086393914580913
2767,-1.6366255465058623
2770,-1.6166405891287667
2773,-1.6379046360258123
2779,-1.313952457592559
2781,-1.9237233836879146
2786,-1.366484899400303
2792,-1.2997830527272676
2796,-1.4522951670521587
2799,-0.9624398555342643
2801,-1.9942788400890428
2804,-1.6371732335428237
2806,-1.9238998419727658
2808,-2.0085341314570435
2812,-0.9907825472487091
2815,-1.631354177795469
2818,-1.6333653126119152
2823,-1.3633813544598639
2826,-1.626959885979718
2831,-1.3257157821929506
2834,-1.6406141925502806
2839,-1.3818546781531458
2842,-1.6400648299292044
2845,-1.5880248567929929
2848,-1.6371977975627028
2851,-1.6632143020059287
2855,-1.478045829312979
2857,-1.92366367986272
2860,-1.6379385100715413
2862,-1.9574888215068542
2865,-1.6819495168826855
2870,-1.3460180867950453
2877,-1.2468764889684512
2881,-1.4846440453057455
2883,-1.9942447211970145
2885,-2.0086461419195034
2887,-1.9583529837240403
2891,-1.4347414993324243
2893,-1.9233996028358151
2898,-0.9783899310907265
2901,-1.6401376570446455
2905,-1.4321822269160485
2908,-0.986970612104094
2911,-1.6346390610556363
2913,-1.924202768457438
2917,-1.4703649512161219
2920,-1.6270350241214064
2922,-2.008658891824368
2927,-1.381735424983113
2929,-2.0086601129023216
2931,-2.008542219118745
2935,-1.4782190939291875
2940,-1.3454114400037434
2943,-1.6393240972408982
2946,-1.6704031237167811
2948,-2.008561122064336
2954,-1.2864619677517446
2958,-1.4668934272084124
2963,-0.9661515449855912
2968,-1.3337365325272192
2971,-1.6718216383056916
2974,-1.6412845833031007
2978,-1.5010959795629892
2982,-1.4762650516160638
2984,-2.008592065771774
2986,-1.9576972244802302
2990,-1.4180734164224456
2994,-1.4529135204803967
2999,-1.3593955998691387
