x_val,y_val,step
6.359579563140869,-4.707300186157227,5
31.114486694335938,3.4796385765075684,9
11.717717170715332,5.049214839935303,13
19.852590560913086,-6.796648025512695,16
9.437811851501465,2.812389850616455,18
18.93598175048828,-4.981560707092285,21
23.190099716186523,2.9352612495422363,24
9.020648956298828,-5.858641624450684,26
21.977535247802734,4.101407527923584,29
9.957077980041504,2.7616589069366455,31
9.785938262939453,2.8449182510375977,33
9.197240829467773,-5.29573917388916,35
19.46315574645996,-3.4286813735961914,38
13.206408500671387,-5.03365421295166,42
19.28311538696289,-3.5802104473114014,45
4.882904052734375,2.6182267665863037,47
13.75011157989502,-6.811120510101318,50
85.0186767578125,6.227261066436768,57
13.763927459716797,-6.858647346496582,60
9.935392379760742,2.9416568279266357,62
9.940258026123047,-4.495223522186279,64
16.04379653930664,-6.29899263381958,68
14.089540481567383,-6.797571182250977,71
72.5724105834961,9.808249473571777,77
38.60010528564453,-4.753939628601074,81
17.715574264526367,2.5844016075134277,85
9.915815353393555,2.8388705253601074,87
13.628305435180664,-6.757557392120361,90
73.27635192871094,9.21725082397461,96
19.8359375,5.411550998687744,99
9.407803535461426,4.161636829376221,101
10.257402420043945,4.056454658508301,103
8.422431945800781,5.010336399078369,105
8.840407371520996,-5.534541606903076,107
18.96159553527832,-5.813365936279297,110
6.4801025390625,3.1824798583984375,113
15.124043464660645,-7.138923645019531,116
19.724811553955078,-6.706829071044922,119
11.896201133728027,-6.798099994659424,123
13.542930603027344,-6.815160274505615,127
8.952725410461426,-5.714163303375244,129
19.68423843383789,-7.919303894042969,132
31.756046295166016,-6.515712738037109,136
7.564260482788086,2.7173867225646973,139
20.07687759399414,-6.702216625213623,142
10.249659538269043,2.9602980613708496,144
19.3680419921875,-7.828091144561768,147
13.621596336364746,-6.749207019805908,150
22.595495223999023,-2.8434832096099854,153
9.916800498962402,2.9339795112609863,155
9.167115211486816,-5.231553077697754,157
9.040631294250488,-5.116391181945801,159
9.76656723022461,-6.6901397705078125,163
17.943458557128906,-6.33638858795166,168
9.832917213439941,4.489274024963379,170
15.681885719299316,4.318986892700195,173
23.597196578979492,-2.7088377475738525,177
14.95493221282959,-6.924773216247559,180
23.514867782592773,2.6175155639648438,185
47.32716369628906,6.386104583740234,190
20.16431427001953,5.530455112457275,193
12.526411056518555,-5.849747657775879,197
21.147123336791992,-7.538936138153076,200
8.603662490844727,-4.551095962524414,205
8.286585807800293,4.8517889976501465,207
12.519522666931152,-5.898054599761963,211
20.785316467285156,-2.512110710144043,214
22.424911499023438,4.8130927085876465,217
33.79744338989258,2.573143243789673,227
10.006601333618164,3.933047294616699,229
8.713356018066406,4.750438213348389,231
12.813940048217773,-6.130168437957764,235
12.418432235717773,-5.850419998168945,240
22.30242919921875,2.688795328140259,243
18.158979415893555,5.276072978973389,246
37.926902770996094,4.55188512802124,250
6.1644182205200195,3.4641261100769043,252
31.208759307861328,-6.921411514282227,256
22.89820098876953,3.4561314582824707,259
46.43280029296875,4.293095111846924,266
8.665666580200195,5.119538307189941,268
9.234119415283203,-5.258331298828125,270
15.416797637939453,-7.146547317504883,273
18.938304901123047,6.340123176574707,276
26.634490966796875,4.456550598144531,280
9.117636680603027,-5.167760372161865,282
19.78482437133789,-6.81089448928833,285
36.24061584472656,-6.838909149169922,289
8.40906810760498,4.972370624542236,291
9.569440841674805,4.225401878356934,293
8.756032943725586,5.360573768615723,295
13.68732738494873,-6.758851051330566,298
23.387479782104492,-2.652539014816284,302
8.943892478942871,-5.714849948883057,304
17.430767059326172,-6.4529619216918945,310
20.92955207824707,-2.505737066268921,313
13.53055477142334,-6.723719120025635,316
19.30104637145996,-7.890082359313965,319
13.69687271118164,-6.761150360107422,322
22.745426177978516,-3.1218621730804443,327
9.672039031982422,4.416382789611816,329
8.96195125579834,-5.703108787536621,331
5.28116512298584,2.8425698280334473,333
78.19245910644531,5.997427940368652,339
4.882278919219971,2.5917012691497803,342
10.852856636047363,-6.700371742248535,346
20.783971786499023,-8.033084869384766,349
22.38092041015625,3.691103219985962,352
21.433101654052734,-2.571768045425415,355
10.410929679870605,3.231505870819092,357
27.40091896057129,5.576529502868652,362
20.854177474975586,-7.534674644470215,365
19.392831802368164,-6.847666263580322,368
9.96391487121582,3.891101837158203,370
8.990100860595703,-5.72121524810791,372
16.97075080871582,3.2149152755737305,378
7.769867420196533,-6.713606357574463,380
20.403797149658203,5.561317443847656,383
4.883534908294678,2.617705821990967,385
17.050704956054688,-5.404434680938721,388
25.368070602416992,-3.5180904865264893,393
74.05980682373047,-8.002304077148438,399
9.021590232849121,-5.8139567375183105,401
38.327392578125,-4.7677154541015625,405
6.179263591766357,3.470569372177124,407
95.602294921875,-6.774386405944824,414
10.38986587524414,3.1191139221191406,416
14.201120376586914,-6.807943344116211,419
19.62128257751465,5.839144229888916,422
14.016172409057617,-6.826231956481934,425
22.386701583862305,4.553131103515625,428
21.149274826049805,-7.434865474700928,431
6.362599849700928,2.988262176513672,435
10.16163158416748,2.9133174419403076,437
9.12926959991455,-6.721851825714111,442
10.36336612701416,2.9708495140075684,447
9.125090599060059,-5.164999961853027,449
7.6021013259887695,4.786077499389648,454
8.887910842895508,-5.625863075256348,456
22.0631103515625,3.9402403831481934,459
9.343294143676758,-5.3536601066589355,461
27.375505447387695,-4.206116676330566,466
20.35009002685547,-2.491259813308716,471
13.101516723632812,-4.508272647857666,476
31.315326690673828,-6.915604591369629,480
13.977461814880371,-6.810361385345459,483
36.91535949707031,4.848798751831055,487
37.4401969909668,5.159350872039795,493
26.58005142211914,4.828371524810791,497
9.95023250579834,2.7831408977508545,499
12.419474601745605,4.834377288818359,503
29.97524070739746,-6.820044994354248,507
14.010029792785645,-6.827927589416504,510
16.431507110595703,-7.243056297302246,513
39.531620025634766,3.0027287006378174,517
18.418407440185547,-5.0394816398620605,521
10.303398132324219,-4.977195739746094,523
6.420105457305908,3.6745333671569824,525
13.815900802612305,-6.7318315505981445,528
12.839996337890625,-4.7491559982299805,534
4.880187034606934,2.617574691772461,536
4.901224613189697,2.618154764175415,538
35.02695083618164,6.274313449859619,542
33.88798141479492,5.54224157333374,550
21.217418670654297,-2.631209373474121,553
9.156352043151855,-6.711897850036621,557
19.406108856201172,-3.4509706497192383,560
37.16862106323242,3.4779021739959717,564
35.59986114501953,-4.53548002243042,568
7.0989532470703125,2.722726345062256,571
11.832653999328613,-6.641849994659424,575
9.035323143005371,-5.094154357910156,577
22.408031463623047,5.871092796325684,582
30.61137580871582,3.9237632751464844,586
19.186077117919922,-4.4111714363098145,590
18.070751190185547,6.775092601776123,593
19.22946548461914,-3.5948872566223145,596
9.995064735412598,2.8091773986816406,598
30.05915641784668,-5.653323650360107,604
11.154799461364746,3.025160074234009,609
10.160000801086426,-4.713321208953857,611
8.421370506286621,4.907481670379639,613
8.43366527557373,4.8609938621521,615
20.248653411865234,4.540565490722656,618
19.726402282714844,-6.794121742248535,621
19.16321563720703,-3.8141071796417236,624
19.710128784179688,-6.817258358001709,627
10.756941795349121,-6.6953277587890625,631
51.14751052856445,-5.570985794067383,636
22.94097137451172,2.9310083389282227,639
9.132589340209961,-5.275171279907227,641
19.925657272338867,-3.2500827312469482,649
23.23480987548828,2.5657079219818115,654
10.20076847076416,2.967700958251953,656
8.900020599365234,-5.6637864112854,658
21.676401138305664,2.8818342685699463,661
16.36808204650879,-7.233830451965332,664
13.756051063537598,-6.858591079711914,667
8.476107597351074,4.931676864624023,669
8.916060447692871,4.850480556488037,671
4.89163064956665,2.601686716079712,674
6.035052299499512,3.3656790256500244,676
20.397680282592773,-7.820549964904785,679
16.83930778503418,4.974529266357422,683
9.15548038482666,-5.850405693054199,685
19.641429901123047,-3.218838930130005,690
9.001794815063477,-5.036708354949951,692
12.520466804504395,-5.837815284729004,697
34.49714660644531,-6.802493572235107,703
4.914470195770264,2.627354383468628,705
